"경기","고양시일산서구",종합병원,500병상이상,38,494
"경기","구리시",종합병원,500병상이상,37,477
"경기","남양주시",종합병원,300~499병상,60,257
"경기","남양주시",종합병원,100~299병상,127,375
"경기","오산시",종합병원,300~499병상,56,286
"경기","시흥시",종합병원,100~299병상,61,543
"경기","군포시",종합병원,300~499병상,64,607
"경기","용인시처인구",종합병원,100~299병상,52,302
"경기","용인시기흥구",종합병원,100~299병상,29,250
"경기","파주시",종합병원,100~299병상,21,165
"경기","이천시",종합병원,100~299병상,9,115
"경기","안성시",종합병원,100~299병상,11,126
"경기","김포시",종합병원,300~499병상,50,353
"경기","김포시",종합병원,100~299병상,31,224
"경기","화성시",종합병원,500병상이상,36,492
"경기","화성시",종합병원,100~299병상,45,126
"경기","포천시",종합병원,100~299병상,36,216
"강원","춘천시",종합병원,500병상이상,56,464
"강원","춘천시",종합병원,300~499병상,31,320
"강원","원주시",상급종합,소계,62,636
"강원","원주시",종합병원,100~299병상,31,185
"강원","강릉시",종합병원,500병상이상,228,696
"강원","강릉시",종합병원,100~299병상,44,261
"강원","동해시",종합병원,300~499병상,19,180
"강원","태백시",종합병원,300~499병상,44,413
"강원","속초시",종합병원,100~299병상,78,271
"강원","삼척시",종합병원,100~299병상,17,90
"강원","홍천군",종합병원,100~299병상,24,102
"강원","영월군",종합병원,100~299병상,5,194
"충북","청주시상당구",종합병원,300~499병상,127,726
"충북","청주시서원구",상급종합,소계,98,451
"충북","청주시서원구",종합병원,500병상이상,36,338
"충북","청주시흥덕구",종합병원,300~499병상,42,294
"충북","청주시청원구",종합병원,300~499병상,93,318
"충북","충주시",종합병원,300~499병상,42,317
"충북","충주시",종합병원,100~299병상,53,227
"충북","제천시",종합병원,100~299병상,38,410
"충북","옥천군",종합병원,100~299병상,42,131
"충북","진천군",종합병원,100~299병상,23,196
"충남","천안시동남구",상급종합,소계,334,1134
"충남","천안시동남구",종합병원,100~299병상,27,163
"충남","천안시서북구",종합병원,300~499병상,43,295
"충남","공주시",종합병원,100~299병상,19,204
"충남","보령시",종합병원,100~299병상,50,170
"충남","아산시",종합병원,100~299병상,11,180
"충남","서산시",종합병원,100~299병상,57,426
"충남","논산시",종합병원,500병상이상,61,329
"충남","당진시",종합병원,100~299병상,48,227
"충남","홍성군",종합병원,300~499병상,29,261
"충남","예산군",종합병원,100~299병상,16,152
"전북","전주시완산구",종합병원,500병상이상,181,494
"전북","전주시완산구",종합병원,100~299병상,45,225
"전북","전주시덕진구",상급종합,소계,167,781
"전북","전주시덕진구",종합병원,100~299병상,44,192
"전북","군산시",종합병원,300~499병상,44,330
"전북","군산시",종합병원,100~299병상,45,185
"전북","익산시",상급종합,소계,117,542
"전북","익산시",종합병원,100~299병상,71,217
"전북","정읍시",종합병원,100~299병상,34,253
"전북","남원시",종합병원,100~299병상,33,234
"전북","고창군",종합병원,100~299병상,10,244
"전북","부안군",종합병원,100~299병상,40,259
"전남","목포시",종합병원,500병상이상,41,454
"전남","목포시",종합병원,300~499병상,135,740
"전남","목포시",종합병원,100~299병상,29,230
"전남","여수시",종합병원,300~499병상,98,238
"전남","여수시",종합병원,100~299병상,74,475
"전남","순천시",종합병원,500병상이상,123,424
"전남","순천시",종합병원,100~299병상,99,785
"전남","나주시",종합병원,100~299병상,33,167
"전남","광양시",종합병원,100~299병상,35,128
"전남","고흥군",종합병원,100~299병상,57,381
"전남","화순군",상급종합,소계,185,454
"전남","장흥군",종합병원,100~299병상,36,160
"전남","해남군",종합병원,300~499병상,38,296
"전남","무안군",종합병원,100~299병상,35,108
"전남","영광군",종합병원,100~299병상,87,368
"경북","포항시남구",종합병원,500병상이상,178,896
"경북","포항시북구",종합병원,300~499병상,77,247
"경북","포항시북구",종합병원,100~299병상,75,279
"경북","경주시",종합병원,300~499병상,47,250
"경북","김천시",종합병원,100~299병상,54,480
"경북","안동시",종합병원,500병상이상,364,1041
"경북","안동시",종합병원,100~299병상,28,169
"경북","구미시",종합병원,300~499병상,156,545
"경북","구미시",종합병원,100~299병상,41,151
"경북","영천시",종합병원,100~299병상,11,177
"경북","상주시",종합병원,100~299병상,70,324
"경북","문경시",종합병원,500병상이상,18,371
"경북","경산시",종합병원,500병상이상,22,259
"경남","창원시의창구",종합병원,300~499병상,52,365
"경남","창원시성산구",종합병원,300~499병상,84,290
"경남","창원시성산구",종합병원,100~299병상,11,280
"경남","창원시마산합포구",종합병원,300~499병상,110,280
"경남","창원시마산합포구",종합병원,100~299병상,40,447
"경남","창원시마산회원구",종합병원,500병상이상,120,533
"경남","창원시마산회원구",종합병원,100~299병상,87,398
"경남","창원시진해구",종합병원,100~299병상,28,223
"경남","진주시",상급종합,소계,81,741
"경남","진주시",종합병원,100~299병상,140,371
"경남","김해시",종합병원,300~499병상,120,355
"경남","김해시",종합병원,100~299병상,64,538
"경남","밀양시",종합병원,100~299병상,4,232
"경남","거제시",종합병원,100~299병상,167,562
"경남","양산시",상급종합,소계,172,820
"경남","양산시",종합병원,100~299병상,97,462
"제주","제주시",종합병원,500병상이상,136,891
"제주","제주시",종합병원,100~299병상,206,614
"제주","서귀포시",종합병원,100~299병상,20,186
